"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.13206971286475e-17,0.482887935649688,0.796,0.516,1.10230204957882e-12,"1","RPS15"
2.04919445774805e-11,0.440971376559775,0.339,0.164,2.77768308747748e-07,"1","MT-ND3"
1.81377309626415e-11,0.409026415851485,0.669,0.437,2.45856943198605e-07,"1","RPL37A"
3.41418194940238e-05,0.406216627760472,0.306,0.199,0.462792363241493,"1","GPX4"
4.75324710782931e-05,0.396704692833327,0.264,0.165,0.644302645466263,"1","SNHG25"
7.29753460393888e-10,0.394787359174808,0.499,0.301,9.89180815563915e-06,"1","RPS9"
2.2662124685723e-11,0.392274763051974,0.7,0.464,3.07185100114976e-07,"1","RPL29"
7.47109060341915e-07,0.372232177807441,0.573,0.41,0.0101270633129347,"1","TIMP1"
1.75284045511647e-07,0.361201820466218,0.576,0.401,0.00237597523691038,"1","RPL7"
2.32754733174156e-22,0.358470327418363,0.95,0.646,3.15499040817568e-18,"1","IGHG4"
0.00526614652124145,0.321239608713065,0.264,0.195,1,"1","TPI1"
7.91169152407515e-09,0.305580297419564,0.57,0.365,0.000107242978608839,"1","EEF1D"
0.000249502626511346,0.302828525419908,0.364,0.255,1,"1","RPS23"
4.83462434202021e-09,0.287581248653594,0.62,0.407,6.5533332956084e-05,"1","CST3"
5.08647257419693e-06,0.274587999813503,0.466,0.316,0.0689471357432394,"1","RPL26"
2.07802372006667e-06,0.263814549929444,0.463,0.305,0.0281676115255036,"1","CTSB"
1.39724859216539e-06,0.250449470510349,0.551,0.381,0.0189397046668018,"1","RPL19"
1.39270008544709e-23,2.20551973369397,0.259,0.075,1.88780496582353e-19,"2","ALDH1A1"
2.487701429911e-27,2.20005566312671,0.272,0.072,3.37207928824435e-23,"2","ALDH1L1"
5.61125159001232e-28,2.17990909001493,0.269,0.068,7.60605153026171e-24,"2","KRT18"
1.08776342687439e-31,2.15235336749437,0.331,0.093,1.47446332512823e-27,"2","KNG1"
8.76148141159582e-30,2.13064410215914,0.3,0.08,1.18761880534181e-25,"2","IGFBP1"
1.88865755423526e-24,2.08711499434308,0.256,0.07,2.5600753147659e-20,"2","CYP2C9"
1.13745557835429e-26,2.04089497856745,0.312,0.096,1.54182103645924e-22,"2","NQO1"
3.68243986141606e-42,2.01706504946302,0.466,0.143,4.99154723214947e-38,"2","SERPINF2"
1.42717053269067e-29,1.91504152632219,0.341,0.102,1.93452965706221e-25,"2","MT1E"
8.00175753386633e-34,1.86284675029939,0.406,0.129,1.08463823371558e-29,"2","HPX"
9.57538136046078e-37,1.85157510747879,0.453,0.149,1.29794294341046e-32,"2","ORM2"
1.18056736445734e-22,1.84963365241405,0.297,0.097,1.60025906252192e-18,"2","ITIH3"
9.57743123653366e-41,1.83014678693085,0.537,0.198,1.29822080411214e-36,"2","AHSG"
1.24423486073747e-27,1.82350209317162,0.397,0.147,1.68656035372964e-23,"2","FGL1"
3.62844970725278e-44,1.82082128086243,0.544,0.183,4.91836357818115e-40,"2","HPD"
3.40046228562499e-80,1.81066336271606,0.838,0.281,4.60932662816467e-76,"2","SAA1"
2.85678067019263e-41,1.80057283396317,0.528,0.186,3.87236619844611e-37,"2","PRAP1"
7.23558147654373e-92,1.78214193928701,0.884,0.28,9.80783069145502e-88,"2","APOA1"
