"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.12998637934517e-24,1.74426431700619,0.562,0.155,7.05424427023754e-20,"2","RPL36A"
8.68227066867287e-22,1.72293552950026,0.533,0.151,1.19389903964921e-17,"2","RPL23"
6.62043147495352e-20,1.67337492962951,0.6,0.21,9.10375532120859e-16,"2","RPL19"
1.34579041329153e-19,1.66593000659245,0.524,0.165,1.85059639731718e-15,"2","RPS17"
3.41950239265093e-37,1.66239398756521,0.952,0.477,4.7021577401343e-33,"2","TMSB4X"
7.31307319853958e-25,1.6600714299814,0.657,0.205,1.00562069553118e-20,"2","RPS25"
1.24432652567448e-30,1.63944607224601,0.79,0.258,1.71107340545498e-26,"2","RPS18"
5.69042113115698e-28,1.60866580114769,0.79,0.283,7.82489809745397e-24,"2","RPS27"
5.96313537367988e-26,1.59130500154133,0.724,0.242,8.19990745234721e-22,"2","RPL9"
9.42394164034423e-22,1.56125727618392,0.59,0.181,1.29588621496374e-17,"2","RPL7A"
5.04124837940553e-26,1.56067802790961,0.733,0.245,6.93222064652055e-22,"2","RPL31"
4.97544122215368e-18,1.55933094051897,0.552,0.187,6.84172922458353e-14,"2","RPS24"
9.86581167899697e-18,1.55173493554258,0.524,0.169,1.35664776397887e-13,"2","CD52"
7.13913953489161e-25,1.52559261910536,0.695,0.23,9.81703077442945e-21,"2","RPL21"
2.46796266634294e-18,1.50994430843608,0.562,0.188,3.39369546248818e-14,"2","RPS13"
1.9575025689073e-30,1.49427122875688,0.876,0.321,2.69176178250443e-26,"2","RPS15A"
9.03280468876954e-23,1.46652786073895,0.762,0.312,1.2421009727527e-18,"2","RPS3A"
3.58465501877979e-26,1.46006930914589,0.838,0.337,4.92925911632408e-22,"2","RPL11"
2.50708836569885e-22,1.44455763354778,0.752,0.301,3.44749721167249e-18,"2","RPS6"
2.62190762624096e-21,1.43876796628965,0.762,0.324,3.60538517684394e-17,"2","RPL37"
1.97605763972145e-15,1.41662705785495,0.543,0.205,2.71727686038097e-11,"2","RPL12"
2.86991450837337e-15,1.41295139971155,0.476,0.158,3.94641944046422e-11,"2","RPL27"
7.3752963133662e-10,1.40906970667687,0.381,0.148,1.01417699605099e-05,"2","RPL38"
3.33649280401537e-23,1.39503664763798,0.819,0.377,4.58801125480153e-19,"2","RPL4"
3.30864358236136e-20,1.37447250085243,0.657,0.235,4.54971579010511e-16,"2","TPT1"
2.52815239043289e-06,1.35016239128821,0.419,0.234,0.0347646235208426,"2","CCL21"
