Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000166796,LDHC,0.001694858200791046,1.582628670312669,1.0,0.0006950282359534587,-0.643923295154277,1.0,0.0,1.0297230812785685,1.0
ENSG00000074319,TSG101,0.06609946983085078,0.39676212500133534,1.0,0.05282214593246286,-0.13202425662284423,1.0,0.042372473821517445,-0.3364048175193277,1.0
ENSG00000151116,UEVLD,0.008474291003955229,-0.08033634240975918,1.0,0.01042542353930188,0.18615170340340992,1.0,0.009079815818896594,0.22236815922096476,1.0
ENSG00000247595,SPTY2D1OS,0.001694858200791046,0.997666169591513,1.0,0.0013900564719069174,-0.05896079443312097,1.0,0.0,0.6146855819997263,1.0
ENSG00000179119,SPTY2D1,0.003389716401582092,-1.4762650187408983,1.0,0.013900564719069173,0.941039205566879,0.9531483696249904,0.012106421091862126,0.41305172083007413,1.0
ENSG00000151117,TMEM86A,0.006779432803164184,0.09720184314242708,1.0,0.006255254123581128,-0.49192020170922746,1.0,0.012106421091862126,1.1292587548294835,1.0
ENSG00000179057,IGSF22,0.010169149204746274,1.3899835923702737,1.0,0.004865197651674211,-0.45127821721188166,1.0,0.0,-1.1926693400578783,1.0
ENSG00000177054,ZDHHC13,0.02033829840949255,1.475713466396157,1.0,0.0069502823595345865,-1.1844916765169806,0.7498911869222955,0.009079815818896594,0.0911236259427124,1.0
ENSG00000129173,E2F8,0.003389716401582092,0.16759117103382604,1.0,0.004865197651674211,0.7711142041245651,1.0,0.0,-0.7072425128876372,1.0
ENSG00000166833,NAV2,0.016948582007910457,0.6497428661712066,1.0,0.01042542353930188,-0.6439232951542779,1.0,0.015133026364827658,0.4992083645797898,1.0
ENSG00000270607,AC009549.1,0.0,-0.002333830408487003,1.0,0.0013900564719069174,0.941039205566879,1.0,0.0,1.0297230812785685,1.0
ENSG00000109854,HTATIP2,0.018643440208701505,-0.6652988431309161,1.0,0.03405638356171947,0.7520053811768621,0.8119612562141689,0.021186236910758723,-0.31605175556316123,1.0
